,Figurinha,Sim 1,Sim 2,Sim 3,Sim 4,Sim 5,Sim 6,Sim 7,Sim 8,Sim 9,Sim 10,Sim 11,Sim 12,Sim 13,Sim 14,Sim 15,Sim 16,Sim 17,Sim 18,Sim 19,Sim 20,Sim 21,Sim 22,Sim 23,Sim 24,Sim 25,Sim 26,Sim 27,Sim 28,Sim 29,Sim 30,Sim 31,Sim 32,Sim 33,Sim 34,Sim 35,Sim 36,Sim 37,Sim 38,Sim 39,Sim 40,Sim 41,Sim 42,Sim 43,Sim 44,Sim 45,Sim 46,Sim 47,Sim 48,Sim 49,Sim 50,Sim 51,Sim 52,Sim 53,Sim 54,Sim 55,Sim 56,Sim 57,Sim 58,Sim 59,Sim 60,Sim 61,Sim 62,Sim 63,Sim 64,Sim 65,Sim 66,Sim 67,Sim 68,Sim 69,Sim 70,Sim 71,Sim 72,Sim 73,Sim 74,Sim 75,Sim 76,Sim 77,Sim 78,Sim 79,Sim 80,Sim 81,Sim 82,Sim 83,Sim 84,Sim 85,Sim 86,Sim 87,Sim 88,Sim 89,Sim 90,Sim 91,Sim 92,Sim 93,Sim 94,Sim 95,Sim 96,Sim 97,Sim 98,Sim 99,Sim 100,Valores,Teóricos
509,510,3,3,4,13,3,3,8,1,10,3,1,1,5,2,3,5,2,5,3,17,3,1,5,4,3,8,12,12,11,1,1,6,2,1,2,3,8,5,5,4,4,12,8,1,3,4,4,11,10,4,4,6,1,7,2,1,10,1,4,6,1,7,9,12,9,16,14,1,1,3,7,6,2,3,13,6,5,4,3,3,2,8,1,7,9,3,5,4,3,5,7,5,3,1,19,2,8,11,5,4,5.0396825396825395,20.358717561098512
510,511,8,1,5,5,2,6,3,5,6,1,9,6,2,1,1,12,1,11,13,1,2,4,1,1,3,5,1,15,5,2,3,12,2,3,5,10,1,6,3,3,1,5,1,5,3,13,2,6,2,1,1,2,2,2,1,3,1,2,2,9,3,1,19,5,1,3,8,1,9,10,4,9,4,4,7,2,1,3,9,1,2,7,11,1,15,1,1,1,1,9,1,3,4,1,2,1,11,14,10,7,5.08,20.7264
511,512,8,1,1,8,3,3,2,1,1,5,5,5,3,1,16,9,6,5,4,10,11,1,6,6,4,7,2,2,1,3,2,4,3,9,5,6,8,2,7,1,3,5,10,8,9,4,2,6,16,2,4,5,11,13,1,5,3,2,3,5,4,4,1,5,4,4,9,12,1,1,13,2,1,3,12,10,4,3,5,7,7,2,1,2,1,16,2,1,8,1,13,1,11,10,1,2,3,1,2,4,5.120967741935484,21.103342872008323
512,513,12,1,14,1,6,17,6,3,15,1,4,5,3,2,10,1,7,2,3,2,3,5,8,7,7,2,5,4,4,2,4,3,1,1,1,4,8,2,5,1,4,10,16,1,1,8,8,8,3,6,8,12,1,1,2,12,4,2,5,3,13,7,8,1,2,11,2,14,3,13,2,5,2,2,8,4,3,3,1,2,7,1,8,10,2,5,5,6,4,22,4,1,2,1,5,1,3,1,4,4,5.162601626016261,21.489853922929473
513,514,12,5,1,2,9,11,1,4,7,1,5,5,1,15,3,5,1,1,9,13,1,6,3,1,9,6,6,1,8,5,2,4,1,8,7,7,4,4,1,2,1,5,5,2,8,16,2,1,2,2,1,15,5,1,2,1,9,2,6,3,1,10,4,7,5,2,3,7,1,3,1,4,3,8,7,4,17,11,1,7,4,6,5,9,1,4,2,2,1,1,4,3,1,2,5,3,1,5,15,5,5.204918032786885,21.886253695243216
514,515,5,3,7,6,9,15,7,15,7,1,6,4,2,5,4,2,2,2,9,2,1,5,3,2,1,4,8,8,1,2,21,5,7,3,2,9,3,1,1,4,3,10,6,23,9,6,5,1,1,2,12,9,2,4,10,4,6,8,1,3,2,2,1,1,8,5,4,1,2,4,4,8,1,1,3,1,6,10,2,2,7,1,5,2,33,5,3,4,3,1,5,5,17,28,2,26,1,1,8,5,5.24793388429752,22.29287616966054
515,516,10,4,6,3,5,2,8,1,2,16,1,8,1,4,1,2,2,10,4,10,1,1,3,7,20,16,3,3,3,1,2,2,5,17,10,3,8,9,2,2,8,3,3,1,2,4,4,2,1,2,7,11,12,6,4,2,1,12,4,7,2,6,15,5,4,3,9,2,12,6,2,2,1,1,6,10,2,5,7,2,4,1,3,3,2,4,3,7,5,11,3,3,12,4,9,7,3,1,2,8,5.291666666666667,22.710069444444443
516,517,2,3,3,16,6,1,8,2,1,4,12,1,8,1,1,5,3,4,11,12,3,1,3,2,8,6,3,6,1,8,5,7,8,23,16,1,1,4,1,4,18,12,2,5,6,2,6,11,1,8,9,11,3,12,3,5,6,5,4,4,2,1,5,2,8,26,17,10,1,13,4,13,1,2,10,9,6,3,11,7,1,2,6,6,6,2,1,1,4,7,2,2,1,2,1,1,2,2,3,8,5.336134453781512,23.138196455052608
517,518,1,4,5,3,1,10,1,6,1,4,4,2,1,17,3,4,1,2,10,4,7,1,5,7,8,5,2,2,15,4,13,1,5,10,8,6,5,2,1,10,12,17,3,8,3,1,13,9,2,7,5,8,2,4,6,4,2,1,3,2,4,7,8,3,1,13,2,7,10,2,2,1,6,1,7,7,1,11,8,42,14,2,1,1,2,5,1,5,6,3,1,2,9,1,4,6,2,9,4,8,5.38135593220339,23.577635736857225
518,519,12,1,11,2,9,7,1,10,13,3,5,2,4,3,1,2,1,9,1,4,2,3,3,10,2,5,3,3,10,4,5,19,25,7,2,6,5,12,12,20,2,2,13,1,2,1,1,6,17,20,1,2,2,1,22,2,10,1,1,2,4,8,13,5,4,3,6,1,11,10,1,10,6,3,8,1,3,3,18,4,6,1,4,5,11,15,5,1,9,6,1,3,2,2,6,9,3,6,5,1,5.427350427350428,24.028782233910437
519,520,2,2,5,2,10,7,13,1,2,9,3,3,6,2,4,4,1,24,3,2,1,2,13,6,2,8,1,1,8,1,5,2,11,1,1,2,1,2,2,8,3,6,1,8,16,11,11,3,10,9,2,5,8,2,14,1,10,4,3,11,1,9,4,8,4,9,11,1,11,2,2,1,4,2,5,3,11,5,1,2,2,3,1,4,6,7,2,1,1,4,1,3,3,7,4,1,6,11,7,1,5.474137931034483,24.492048156956006
520,521,9,1,1,23,1,4,2,8,3,17,1,1,1,1,4,5,3,5,8,7,3,1,1,5,1,4,5,4,1,1,12,13,12,14,8,6,2,13,2,2,1,10,37,9,10,15,3,10,5,1,22,2,6,12,2,2,4,10,6,7,9,8,4,5,1,4,5,2,6,5,1,15,5,7,5,12,3,14,1,5,5,1,1,7,2,4,5,3,3,10,1,3,1,6,2,4,3,6,6,4,5.521739130434782,24.967863894139885
521,522,12,3,1,10,4,6,1,7,5,4,1,5,9,5,2,1,2,2,3,21,1,1,3,4,1,6,11,1,1,1,10,1,17,1,1,7,5,5,5,5,1,8,9,14,7,1,1,4,4,3,2,2,5,7,6,3,5,2,2,27,2,7,2,2,1,9,2,3,11,12,3,5,7,1,8,7,3,1,6,1,1,1,1,1,9,3,4,15,8,6,2,2,4,8,7,2,6,9,6,6,5.5701754385964914,25.45667897814712
522,523,8,1,9,3,4,5,13,3,2,1,15,1,1,4,2,5,4,5,5,6,7,6,6,1,2,3,1,2,2,3,1,7,9,11,1,6,11,1,7,3,3,4,3,1,8,8,11,6,1,7,5,18,5,7,8,2,6,12,6,3,6,7,11,7,4,2,9,4,6,1,7,6,14,15,1,8,4,11,15,13,14,6,2,2,6,5,7,11,2,2,3,4,5,3,1,17,24,9,3,2,5.619469026548672,25.958963113791214
523,524,5,10,3,3,3,8,8,6,20,1,1,6,1,24,9,4,1,6,1,6,1,6,1,2,6,9,5,7,2,2,11,4,13,4,1,17,1,11,4,10,11,1,1,5,3,3,1,6,5,8,8,4,12,1,3,3,6,1,4,3,2,5,6,6,4,3,3,12,1,2,3,2,19,1,4,12,1,1,8,1,3,3,4,6,5,5,3,1,6,5,3,7,3,4,13,7,4,9,1,10,5.669642857142857,26.475207270408163
524,525,3,1,2,7,16,5,1,1,3,1,1,4,12,22,3,9,1,1,7,7,5,3,20,1,2,10,1,4,1,12,1,2,3,3,5,4,2,3,4,4,1,1,1,8,20,3,2,5,1,5,2,3,9,2,1,7,8,11,5,8,2,11,12,1,7,9,7,3,4,5,3,7,4,4,4,1,1,5,1,5,2,6,4,7,4,11,3,1,6,7,10,4,11,31,8,10,1,2,6,5,5.7207207207207205,27.00592484376268
525,526,4,1,13,3,4,5,8,17,22,5,9,26,1,10,5,5,2,1,6,7,5,1,3,19,1,2,1,7,7,1,7,2,11,13,1,5,6,4,1,6,3,2,1,6,6,2,6,1,7,5,12,6,3,2,4,1,1,8,28,2,2,2,2,3,4,11,3,4,10,19,4,20,7,16,6,7,1,6,2,2,5,6,9,15,3,1,7,9,7,8,5,9,1,6,3,2,4,6,9,7,5.7727272727272725,27.551652892561982
526,527,1,14,5,11,9,6,16,21,13,6,1,2,6,1,2,5,2,2,8,1,5,8,10,14,12,4,7,2,14,2,5,4,7,1,2,9,9,8,5,3,8,3,1,30,12,1,1,3,1,16,2,4,9,14,1,4,1,2,16,5,18,15,3,1,3,10,3,6,2,8,3,9,8,3,1,3,2,13,1,1,1,6,2,2,19,3,1,1,11,1,4,5,15,3,17,5,2,8,9,1,5.825688073394495,28.112953455096374
527,528,5,11,8,4,5,4,7,4,2,7,3,4,1,34,3,8,8,1,1,10,8,9,17,10,3,4,3,1,5,14,1,6,12,3,3,7,2,2,2,8,3,2,13,2,4,1,1,3,4,5,1,3,11,1,1,11,9,7,1,2,1,12,5,8,8,1,4,3,5,2,7,5,6,5,3,14,6,1,3,9,1,1,3,2,6,12,9,4,7,4,10,4,8,4,4,5,1,17,8,7,5.87962962962963,28.690414951989027
528,529,8,2,3,3,4,6,1,1,3,3,2,20,1,8,2,1,8,7,1,3,8,1,1,1,3,5,1,3,2,11,2,8,3,4,10,3,2,3,5,5,10,5,4,1,16,2,11,9,4,8,4,2,1,1,4,2,5,1,3,1,4,4,23,12,4,5,19,4,5,3,9,1,3,3,1,8,15,9,8,1,3,22,10,1,1,3,6,2,1,12,3,19,8,5,6,3,3,1,2,9,5.934579439252336,29.28465368154424
529,530,1,5,6,5,3,3,15,1,1,3,4,8,1,2,3,8,3,9,4,3,7,4,3,2,2,1,5,4,3,3,8,9,2,28,15,1,18,1,20,1,3,5,5,11,1,3,9,3,3,13,4,8,9,1,10,1,4,3,1,2,8,2,2,12,9,1,11,3,7,5,1,7,3,1,5,2,1,2,2,10,2,5,4,6,10,11,7,1,18,1,8,5,2,2,1,5,2,6,16,6,5.990566037735849,29.896315414738343
530,531,17,10,27,1,3,2,2,4,13,6,2,8,19,4,3,1,1,4,4,2,2,5,3,1,6,3,1,8,1,2,9,7,10,8,5,8,15,4,2,3,7,4,4,2,18,21,7,2,5,12,11,5,5,6,14,2,5,9,4,6,6,1,10,4,5,16,5,6,3,19,14,3,10,9,2,4,39,5,6,8,7,4,1,3,3,4,10,5,8,2,9,1,5,1,8,1,6,12,4,4,6.0476190476190474,30.52607709750567
531,532,6,4,2,1,2,12,9,2,5,1,4,10,8,5,1,8,1,3,8,4,1,8,2,12,3,11,3,1,4,3,1,1,4,6,6,4,7,1,6,3,2,16,1,13,3,6,3,1,7,3,3,2,7,12,1,11,1,1,1,9,1,12,14,3,14,2,12,7,4,2,22,11,5,5,1,11,12,22,22,12,13,3,1,5,2,1,10,4,4,10,2,4,3,4,3,3,17,2,2,6,6.105769230769231,31.174648668639055
532,533,5,2,9,3,1,5,2,7,13,6,1,23,1,5,5,3,12,3,1,2,4,2,4,3,8,2,2,5,1,1,18,4,1,1,12,2,13,5,2,1,9,3,4,16,12,3,4,7,3,11,4,3,2,1,3,16,6,1,2,6,10,3,1,3,2,1,15,1,8,17,2,3,13,15,8,2,7,12,10,2,3,4,1,5,7,1,7,2,3,3,1,2,36,4,6,12,2,1,1,1,6.165048543689321,31.84277500235649
533,534,6,1,6,11,2,10,4,5,8,4,6,8,4,1,7,4,11,1,2,5,3,1,3,6,1,1,1,5,3,40,2,2,6,7,13,10,11,3,1,2,1,7,14,6,5,16,16,7,14,1,40,3,6,2,15,1,2,23,14,2,4,12,1,1,5,11,12,1,19,3,3,1,4,1,13,10,6,10,6,1,1,2,2,13,5,1,2,2,5,10,1,6,11,5,17,6,2,3,3,4,6.2254901960784315,32.531237985390234
534,535,10,26,11,5,1,10,8,19,1,1,4,2,8,2,1,3,14,4,9,4,12,4,3,8,4,11,10,22,5,6,3,11,3,5,10,5,2,4,6,2,9,2,2,17,4,2,7,15,2,3,5,4,5,6,1,9,9,3,8,3,1,1,4,13,7,1,2,28,12,6,2,1,3,5,2,1,3,11,7,1,2,5,14,5,1,5,5,1,9,2,8,2,2,14,1,13,2,28,3,8,6.287128712871287,33.24085873933928
535,536,3,5,16,8,3,10,4,4,2,7,4,7,4,10,3,3,13,2,5,2,11,1,13,8,12,4,1,7,22,2,4,2,4,10,4,1,4,3,8,17,4,7,9,5,6,35,5,14,4,1,1,4,6,1,6,6,3,11,1,3,1,12,2,5,1,1,4,4,16,2,6,3,1,7,11,1,9,26,10,1,5,3,21,11,2,2,3,1,6,5,11,2,1,4,17,4,2,7,2,4,6.35,33.9725
536,537,16,5,4,1,16,6,1,15,2,1,17,10,2,12,11,5,17,6,2,10,2,8,4,12,15,4,15,6,3,15,17,4,2,1,5,9,9,2,3,3,41,14,5,2,1,5,12,2,16,5,2,1,1,7,3,13,4,2,1,1,6,9,2,6,2,14,3,26,9,1,7,1,12,3,4,1,42,5,32,5,2,30,1,2,19,6,10,11,4,6,8,2,3,1,5,13,13,5,9,2,6.414141414141414,34.72706866646261
537,538,10,3,2,4,4,8,1,15,1,4,1,3,6,13,8,8,2,12,1,2,1,2,9,5,1,23,11,8,1,5,2,1,2,1,4,9,5,4,2,2,1,7,3,17,1,14,3,9,3,4,6,1,2,4,9,1,7,7,6,3,3,6,2,2,3,16,2,1,15,2,1,14,12,8,1,4,5,23,11,18,4,2,5,2,1,2,7,2,9,6,3,1,11,1,2,5,8,6,4,4,6.479591836734694,35.50551853394419
538,539,8,2,2,4,1,10,13,2,4,26,2,1,4,9,1,4,5,4,3,1,4,6,1,3,2,11,6,4,4,4,8,13,7,2,12,7,1,1,3,1,7,1,3,2,12,2,3,5,1,2,14,22,1,1,2,7,1,5,9,16,23,23,4,5,6,2,5,1,18,3,11,2,9,10,2,3,3,4,3,2,5,4,1,8,5,13,1,9,25,11,6,3,18,8,6,9,1,1,1,7,6.546391752577319,36.30885322563503
539,540,19,3,6,6,1,8,1,5,5,27,8,1,7,9,17,6,5,5,5,2,3,11,7,3,16,2,4,14,4,5,1,9,12,19,2,6,3,19,2,1,19,6,1,18,1,7,14,6,3,7,5,2,1,1,4,1,4,3,6,18,2,9,1,3,3,4,12,4,17,9,16,4,4,5,1,9,4,5,1,2,4,7,2,2,9,2,2,3,13,9,30,15,13,5,4,14,2,6,8,12,6.614583333333333,37.13812934027778
540,541,4,9,2,6,5,7,5,24,1,1,3,12,7,4,6,5,3,15,11,18,3,1,1,3,11,1,5,21,18,6,2,2,12,3,5,2,2,4,10,3,29,6,23,1,5,1,4,4,2,5,12,18,4,5,5,16,1,10,2,13,10,5,2,1,4,15,1,5,4,2,9,13,8,7,10,2,3,15,2,8,11,23,1,11,5,18,1,2,7,11,19,11,2,5,7,2,5,7,4,4,6.684210526315789,37.99445983379501
541,542,18,9,1,10,6,16,1,1,6,1,4,16,6,1,8,2,2,26,2,1,26,9,7,1,5,3,7,1,20,2,7,2,3,4,4,7,1,9,1,1,4,3,4,8,15,1,4,12,6,1,2,7,6,1,1,19,1,4,9,3,2,19,11,5,1,1,7,7,2,2,2,3,6,15,12,12,10,6,4,6,12,3,1,2,3,15,1,1,5,6,7,10,2,12,1,24,13,2,1,5,6.75531914893617,38.879017655047534
542,543,20,5,1,9,9,6,28,13,1,9,1,2,23,15,1,12,17,12,2,5,5,5,2,1,6,11,10,2,7,19,4,19,1,4,10,10,14,3,4,7,7,1,4,4,12,1,4,12,4,12,1,9,3,15,3,1,9,16,14,3,7,18,6,12,3,7,10,26,12,1,1,8,11,4,15,12,1,1,3,1,1,1,2,4,4,15,1,5,16,3,3,1,5,2,11,4,11,1,6,9,6.827956989247312,39.793039657763906
543,544,14,7,3,8,2,5,18,34,4,10,2,12,2,11,1,5,13,2,5,7,9,8,17,3,6,16,35,4,13,1,16,2,11,6,11,2,3,3,2,1,5,8,3,4,16,4,2,19,9,25,11,2,12,6,2,2,7,11,8,5,1,2,2,10,2,2,14,12,1,3,1,5,26,5,5,3,3,4,1,2,16,3,1,2,13,20,1,7,15,8,2,14,5,2,5,2,11,1,2,1,6.9021739130434785,40.73783081285444
544,545,16,4,6,3,5,2,1,5,4,11,30,27,8,1,15,6,11,5,5,1,4,6,3,3,3,14,7,3,8,5,1,8,7,12,1,3,14,22,4,5,3,1,14,4,1,7,14,6,15,9,2,10,2,15,9,1,7,4,16,7,31,9,2,4,11,7,10,2,5,3,21,9,26,3,2,3,6,2,3,4,5,9,1,12,7,6,3,3,22,1,1,1,22,3,11,3,12,10,6,2,6.978021978021978,41.71476874773578
545,546,4,2,6,2,5,6,15,2,29,3,2,9,3,3,1,7,2,33,1,7,1,11,7,12,15,10,2,2,5,3,16,5,20,16,2,1,14,8,20,9,14,38,1,10,7,6,6,6,5,20,5,5,22,4,3,22,3,17,17,7,5,3,17,20,6,3,10,1,2,6,1,2,1,1,43,5,8,3,4,2,15,10,19,4,12,5,19,11,8,4,4,23,1,5,4,5,4,5,5,3,7.055555555555555,42.72530864197531
546,547,2,8,13,11,1,5,1,8,18,1,2,4,20,1,8,2,4,21,18,2,8,8,17,7,8,3,7,4,3,30,7,1,1,1,7,18,3,1,10,7,17,8,12,1,11,10,9,5,7,24,11,2,5,1,1,28,2,4,2,1,4,10,10,4,3,24,2,5,6,16,1,4,2,4,4,15,6,1,1,3,1,3,7,8,8,1,8,2,4,1,17,4,1,4,5,3,7,13,1,9,7.134831460674158,43.77098851155157
547,548,43,11,1,7,25,12,5,3,4,1,4,8,7,1,13,3,12,10,8,8,3,4,3,7,13,5,20,4,3,5,6,8,4,3,1,7,7,13,5,3,10,10,3,36,3,15,13,1,21,8,1,1,5,7,1,1,8,13,1,12,3,8,2,6,5,6,2,2,8,7,3,1,7,25,6,2,15,20,22,3,5,6,10,5,3,1,1,26,1,6,1,13,6,5,18,9,7,18,7,3,7.215909090909091,44.85343491735537
548,549,10,5,4,18,3,2,5,1,6,5,5,3,5,7,3,4,18,2,6,7,6,10,14,4,2,5,3,10,1,13,8,11,73,14,8,1,3,5,5,19,4,6,12,6,6,8,15,9,12,2,3,5,2,17,18,2,18,4,4,6,2,12,20,6,4,4,14,16,3,1,16,1,6,1,31,2,6,30,8,1,3,1,4,16,15,9,6,2,1,19,9,4,8,1,15,5,6,2,6,4,7.2988505747126435,45.97436913727044
549,550,7,11,8,2,8,8,4,5,4,14,4,6,28,2,4,4,14,1,3,3,11,4,2,18,20,6,14,9,20,1,14,1,1,9,3,3,2,3,7,27,3,1,22,9,8,11,7,24,6,5,3,4,10,18,17,3,11,5,6,1,23,11,4,2,8,6,11,3,22,7,5,1,8,10,10,4,13,21,6,6,7,39,9,21,1,16,1,5,11,6,3,33,3,2,5,15,5,2,15,8,7.383720930232558,47.13561384532179
550,551,6,14,4,8,20,2,6,7,1,30,16,1,2,1,3,9,9,4,10,3,34,2,6,1,4,16,5,3,4,1,5,10,6,5,11,3,11,8,5,11,2,8,5,24,14,5,2,2,7,8,7,9,1,2,17,1,16,14,4,11,17,5,9,10,2,8,12,12,7,10,4,5,1,2,2,21,25,2,1,18,4,16,6,10,10,9,14,30,5,5,4,13,1,4,3,3,6,9,4,7,7.470588235294118,48.339100346020764
551,552,2,3,21,1,2,8,11,10,5,3,4,23,9,1,12,2,8,2,4,5,2,21,6,1,4,4,4,2,24,1,7,11,12,8,18,12,17,2,6,3,1,8,15,9,2,10,1,2,18,9,12,10,7,4,6,2,1,3,1,10,4,5,2,2,20,10,26,12,17,9,11,1,8,5,3,1,2,2,16,5,5,3,1,14,11,13,2,24,20,8,14,7,18,4,3,9,3,2,2,6,7.559523809523809,49.58687641723356
552,553,22,12,14,1,11,1,4,12,2,4,7,7,17,2,1,4,7,1,9,3,1,3,6,41,4,7,7,4,6,8,2,10,5,3,6,18,1,8,9,14,2,8,2,1,32,10,8,2,16,1,15,2,3,12,9,20,2,7,3,6,2,16,4,1,3,8,5,10,3,13,6,1,21,1,13,27,3,6,1,4,5,4,7,11,19,14,3,7,3,1,3,4,6,12,1,4,13,8,2,3,7.650602409638554,50.8811148207287
553,554,3,6,5,5,4,1,7,4,5,3,10,5,6,3,4,5,21,2,1,24,12,33,15,4,3,6,7,14,3,6,2,1,18,5,9,12,1,1,12,2,13,6,26,17,12,13,4,5,14,3,1,6,7,2,12,6,3,5,8,3,2,5,6,7,2,5,18,5,8,2,2,2,2,2,6,33,5,1,18,7,10,9,8,1,18,4,2,6,11,20,3,2,1,9,8,7,3,8,17,3,7.7439024390243905,52.22412254610351
554,555,1,8,13,5,5,3,6,10,14,5,14,2,16,1,10,8,5,10,6,17,14,13,9,7,1,8,8,11,15,7,14,2,4,3,2,3,2,4,2,16,1,3,8,13,3,10,11,19,7,2,3,22,6,18,6,13,4,3,9,1,1,7,12,2,24,8,1,3,9,3,5,22,14,2,8,5,5,4,15,2,11,5,8,4,6,17,15,4,4,2,2,1,6,3,13,1,20,6,8,6,7.839506172839506,53.61835086114922
555,556,6,5,9,18,42,2,5,22,2,9,3,9,1,4,6,13,5,3,9,9,1,3,10,5,7,4,17,1,9,11,32,16,17,24,11,3,5,12,18,18,2,2,1,26,3,1,2,13,6,3,2,1,2,1,2,3,3,1,8,1,9,1,4,8,7,17,4,3,1,20,6,1,5,1,13,9,1,1,3,3,12,1,1,2,5,2,1,8,3,8,4,10,1,4,9,23,14,11,10,11,7.9375,55.06640625
556,557,6,5,12,2,6,35,8,24,16,5,2,4,1,11,16,5,6,2,3,2,3,2,7,1,1,3,9,8,4,10,1,19,31,6,4,3,7,34,4,5,1,11,13,8,16,6,7,4,7,47,10,12,6,1,36,19,11,18,2,3,7,14,9,13,1,4,6,10,6,3,5,1,2,8,4,7,1,22,5,3,2,6,31,13,9,8,4,20,2,14,1,15,4,2,1,8,15,21,10,7,8.037974683544304,56.571062329754845
557,558,2,1,19,6,1,2,8,1,2,9,18,2,21,2,2,4,2,5,1,8,2,4,12,32,5,1,5,10,35,7,6,20,6,3,4,4,2,1,9,8,8,10,20,8,7,22,1,4,25,3,4,17,5,7,1,1,1,17,20,3,2,9,8,1,3,24,2,12,2,15,1,11,1,1,8,1,11,6,26,2,6,7,2,4,6,8,23,4,8,3,2,5,20,30,7,33,6,5,7,3,8.14102564102564,58.13527284681131
558,559,1,5,9,2,3,3,1,5,28,6,1,2,4,30,7,39,2,20,1,1,10,10,2,6,4,6,7,8,35,6,8,28,4,13,7,48,2,3,2,5,6,6,3,8,1,4,5,2,3,15,5,7,3,3,11,1,5,3,6,14,6,4,12,4,4,14,26,4,4,6,7,15,15,2,5,27,3,3,10,10,10,3,8,1,5,5,56,1,3,5,18,3,11,2,5,4,7,14,24,2,8.246753246753247,59.76218586608197
559,560,2,4,2,2,1,27,2,7,16,10,9,26,11,2,8,2,12,13,6,2,3,2,5,6,1,4,3,8,2,1,15,11,5,1,3,3,4,1,7,3,6,12,9,29,4,23,9,8,14,8,4,5,1,10,3,12,30,2,3,1,68,6,11,19,5,5,6,2,5,3,14,9,11,6,3,2,4,5,13,3,11,13,11,8,9,17,3,7,10,5,1,3,3,6,16,1,16,10,20,9,8.355263157894736,61.45515927977839
560,561,3,7,1,22,2,2,1,20,1,5,4,2,1,13,6,1,1,13,1,33,4,6,7,16,11,1,1,4,1,1,4,24,11,15,29,20,5,2,1,3,5,4,25,8,8,5,9,12,4,19,6,9,3,10,5,1,4,4,4,13,6,9,25,2,14,5,3,5,13,2,3,1,6,7,8,3,2,8,17,23,16,3,20,14,1,11,1,3,3,5,2,3,13,18,1,27,4,1,3,34,8.466666666666667,63.217777777777776
561,562,1,1,5,6,11,5,5,2,12,14,1,1,10,7,2,1,7,1,10,4,7,4,1,7,26,5,29,3,2,2,5,4,10,3,5,3,3,4,19,2,20,9,9,2,2,1,1,2,27,6,8,19,2,1,23,3,1,7,14,13,13,2,5,4,2,12,6,18,8,15,5,9,5,11,4,14,3,6,1,5,8,2,1,13,2,6,17,9,2,6,1,2,4,5,4,10,2,4,3,15,8.58108108108108,65.05387143900657
562,563,16,4,11,1,9,20,7,3,18,6,3,7,8,2,18,1,1,6,1,10,1,6,3,4,8,7,19,12,2,19,3,5,22,3,4,10,7,15,33,2,6,10,1,3,4,7,4,1,23,11,10,16,11,24,2,3,18,3,5,4,6,5,10,12,10,12,1,12,2,4,2,5,12,27,4,1,1,22,3,4,1,3,12,6,1,1,4,19,1,16,4,3,19,2,6,16,2,14,3,1,8.698630136986301,66.96753612310002
563,564,15,37,3,5,20,11,5,4,7,6,6,9,1,4,10,5,10,2,2,1,1,3,9,25,1,8,20,6,2,5,7,1,22,3,9,7,1,14,3,3,2,10,6,7,17,5,1,22,10,2,5,13,4,4,13,5,4,2,1,7,18,3,21,2,3,12,14,14,15,11,3,4,9,3,1,24,5,2,4,1,1,4,4,17,13,11,3,4,9,2,19,29,2,4,3,7,22,3,14,14,8.819444444444445,68.96315586419753
564,565,3,18,11,1,27,43,1,11,6,17,4,19,4,26,8,11,11,29,6,2,1,4,9,14,8,3,1,13,2,8,6,7,5,25,3,11,1,4,1,3,13,18,7,17,4,8,8,11,3,5,12,2,5,3,29,6,4,32,1,1,6,6,2,7,3,14,16,17,4,4,2,8,15,6,5,11,3,2,17,10,13,8,8,9,5,11,5,3,3,8,11,2,7,2,1,14,24,7,17,2,8.943661971830986,71.04542749454474
565,566,3,15,10,16,7,3,2,1,5,20,11,5,8,18,5,1,1,13,24,10,20,2,6,10,8,5,9,30,12,3,17,3,13,8,2,5,9,8,9,2,9,4,2,5,6,9,23,19,33,1,5,24,16,16,14,25,1,2,13,27,6,35,3,11,3,19,3,3,4,1,12,21,31,1,35,6,16,10,19,6,11,2,10,1,6,6,3,10,8,2,24,9,3,2,24,8,5,20,2,5,9.071428571428571,73.21938775510205
566,567,2,21,4,11,8,1,16,16,39,5,5,12,12,8,17,10,2,1,13,29,4,16,20,11,2,5,11,3,3,8,4,1,12,2,1,4,2,12,3,8,2,5,3,21,2,10,2,8,4,39,2,6,5,16,1,7,6,6,15,2,3,4,14,6,4,14,9,4,1,2,15,9,1,63,3,19,15,2,10,17,6,3,6,4,12,16,3,16,6,1,14,1,8,13,14,20,14,20,23,6,9.202898550724637,75.490443184205
567,568,16,34,5,26,1,4,33,10,11,4,22,1,10,4,8,19,3,2,7,7,1,12,11,2,5,1,11,6,7,2,13,20,8,1,17,13,12,1,5,23,13,6,26,6,1,11,15,6,10,1,5,1,10,21,11,9,13,31,12,1,17,18,5,7,4,11,9,7,3,6,8,5,18,2,4,4,7,3,7,4,11,13,13,15,9,1,7,1,4,26,4,8,6,18,2,3,2,1,18,1,9.338235294117647,77.86440311418686
568,569,12,9,1,5,19,35,4,3,4,6,4,3,13,2,7,11,13,20,12,1,8,21,11,8,1,1,6,1,17,40,30,9,28,7,1,17,7,13,6,66,3,8,12,2,3,2,7,1,1,17,2,3,1,17,14,24,1,2,6,9,18,4,5,10,7,4,9,19,8,27,12,8,6,8,2,21,1,2,3,9,14,4,15,8,4,1,6,2,3,10,3,1,4,2,2,11,14,18,1,13,9.477611940298507,80.34751615059034
