,Figurinha,Sim 1,Sim 2,Sim 3,Sim 4,Sim 5,Sim 6,Sim 7,Sim 8,Sim 9,Sim 10,Sim 11,Sim 12,Sim 13,Sim 14,Sim 15,Sim 16,Sim 17,Sim 18,Sim 19,Sim 20,Sim 21,Sim 22,Sim 23,Sim 24,Sim 25,Sim 26,Sim 27,Sim 28,Sim 29,Sim 30,Sim 31,Sim 32,Sim 33,Sim 34,Sim 35,Sim 36,Sim 37,Sim 38,Sim 39,Sim 40,Sim 41,Sim 42,Sim 43,Sim 44,Sim 45,Sim 46,Sim 47,Sim 48,Sim 49,Sim 50,Sim 51,Sim 52,Sim 53,Sim 54,Sim 55,Sim 56,Sim 57,Sim 58,Sim 59,Sim 60,Sim 61,Sim 62,Sim 63,Sim 64,Sim 65,Sim 66,Sim 67,Sim 68,Sim 69,Sim 70,Sim 71,Sim 72,Sim 73,Sim 74,Sim 75,Sim 76,Sim 77,Sim 78,Sim 79,Sim 80,Sim 81,Sim 82,Sim 83,Sim 84,Sim 85,Sim 86,Sim 87,Sim 88,Sim 89,Sim 90,Sim 91,Sim 92,Sim 93,Sim 94,Sim 95,Sim 96,Sim 97,Sim 98,Sim 99,Sim 100,Valores,Teóricos
120,121,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1.233009708737864,0.2873032331039683
121,122,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.235408560311284,0.2908257505791155
122,123,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1.2378167641325537,0.29437357743503223
123,124,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,3,1,1,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1.240234375,0.2979469299316406
124,125,1,1,2,4,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,3,1,3,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1.2426614481409002,0.301546026554739
125,126,1,6,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,3,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,2,2,1,1,1,1,1,1,1.2450980392156863,0.30517108804306037
126,127,1,1,3,1,1,3,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1.2475442043222005,0.3088223374157117
127,128,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,5,2,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1.25,0.3125
128,129,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.252465483234714,0.31620430345965167
129,130,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.2549407114624507,0.31993547782343107
130,131,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,6,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1.2574257425742574,0.3236937555141653
131,132,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.2599206349206349,0.3274793713781809
132,133,1,1,2,3,1,1,1,3,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.2624254473161034,0.33129256271516033
133,134,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,3,1,1,3,1.2649402390438247,0.3351335693084237
134,135,1,2,1,1,1,2,3,3,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,2,2,1,2,4,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1.2674650698602794,0.3390026334556436
135,136,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,3,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1.27,0.3429
136,137,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.2725450901803608,0.34682591636178167
137,138,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,5,3,1.2751004016064258,0.3507806325704424
138,139,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1.2776659959758552,0.3547644012971187
139,140,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1.280241935483871,0.35877747788761705
140,141,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1.2828282828282829,0.36282012039587797
141,142,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,1,2,1,2,2,1,1,1,3,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1.285425101214575,0.3668925896179252
142,143,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1.2880324543610548,0.3709951491263079
143,144,3,1,1,1,3,2,1,1,5,1,1,2,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1.2906504065040652,0.3751280653050433
144,145,1,1,1,2,1,1,2,1,2,1,2,3,3,1,1,1,2,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1.2932790224032586,0.37929160738506973
145,146,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1.2959183673469388,0.3834860474802166
146,147,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1.2985685071574642,0.387711660623701
147,148,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1.3012295081967213,0.39196872480515993
148,149,1,4,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,3,1.3039014373716633,0.3962575210082262
149,150,1,1,2,2,1,3,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,5,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,2,1,3,1,1,2,2,1,1,1,1,2,1,1.3065843621399178,0.4005783332486579
150,151,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,3,1,2,1,2,1,1,2,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,2,2,2,1,1,1,2,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.309278350515464,0.4049314486130301
151,152,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,1,1,1,1,1,2,1,2,3,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1,3,2,1,1,1,2,3,2,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,2,4,1,1,1.31198347107438,0.4093171572979988
152,153,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,3,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.3146997929606625,0.4137357526501464
153,154,1,1,2,3,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1.3174273858921162,0.4181875312064186
154,155,1,2,2,4,2,1,1,1,1,2,1,1,2,1,1,4,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,3,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1.32016632016632,0.4226727927351628
155,156,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1.3229166666666667,0.4271918402777778
156,157,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1.325678496868476,0.4317449801909859
157,158,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,1.3284518828451883,0.43633252218973756
158,159,1,1,2,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,6,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,4,1,1,1,1,1,1,1,1,2,1,2,1,1.3312368972746331,0.440954779390759
159,160,2,3,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,3,2,1,3,1,1,3,1,1,1,1,3,3,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,3,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,2,1,1,1,3,1,2,2,1.334033613445378,0.4456120683567545
160,161,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,3,3,2,1,2,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,1,3,1,1,2,1,1,1,1.3368421052631578,0.45030470914127424
161,162,1,1,2,1,1,1,2,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,4,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,3,2,1,1,2,2,1,3,1.339662447257384,0.4550330253342591
162,163,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,1,1,2,1,2,1,1,3,1,1,2,1,1,1,1,1,3,2,1,2,2,2,1.342494714587738,0.45979734410827383
163,164,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1.3453389830508475,0.46459799626544096
164,165,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,5,2,2,1,1.3481953290870488,0.46943531628508706
165,166,3,1,3,5,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,5,2,3,1,2,1,4,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1.351063829787234,0.4743096423721141
166,167,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,3,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,1,2,4,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1.3539445628997868,0.4792213165061079
167,168,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,3,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,3,1,2,3,1,1,1,2,1,1,1,1.356837606837607,0.4841706844911973
168,169,1,1,4,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,4,1,1,2,1,1,1.359743040685225,0.48915809600667615
169,170,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,4,1,1,1,1,3,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,1,1,2,2,1,1,5,2,3,2,1,1,1,2,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,4,1,1,2,2,1,1,1,1,1,1.3626609442060085,0.49418390465840223
170,171,1,1,2,2,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,3,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,2,4,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1.3655913978494623,0.4992484680309862
171,172,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,2,1,1,1,1,2,3,1,1,1,3,2,2,1,1,2,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1.3685344827586208,0.5043521477407847
172,173,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,3,1,1,1,2,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,2,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.3714902807775378,0.5094953094897117
173,174,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,2,1,1,2,3,1,2,2,5,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,5,2,1,1,2,2,1,1,1,2,2,2,8,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1.3744588744588744,0.5146783231198816
174,175,1,1,3,1,1,1,3,1,1,1,2,1,1,2,1,4,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,4,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1.3774403470715835,0.5199015626691009
175,176,1,2,1,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,2,3,2,1,2,1,1,1,1,1,3,2,2,1,1,1,2,1,5,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1.3804347826086956,0.5251654064272212
176,177,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,3,2,1,4,2,1,1,1,2,1,1,1,1,2,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,3,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1.383442265795207,0.5304702369933691
177,178,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,2,3,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,2,4,1,2,2,1,1,3,2,1,1,1,1,1,1,2,2,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1.3864628820960698,0.5358164413340707
178,179,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,5,2,2,1,2,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,3,1,2,2,3,1,1,1,2,1.3894967177242887,0.5412044108422832
179,180,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,1,1,1,2,1,1,1,2,1,1,4,2,2,1,1,1,1,1,1,4,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,3,1,1,2,1,1,3,1,1,1.3925438596491229,0.546634541397353
